Cross_section,Test_Type,Sustained Loading,W (mm),D (mm),L (mm),Side Cover (mm),Bottom Cover (mm),Top Cover (mm),Reinforcement_Design,Tension Ratio (%),Comp Ratio (%),Longitudinal_Type,End_Anchorage,fy (MPa),fsu (MPa),Stirrup_Type,Volumetric Ratio,Cement_Type,W/C Ratio,fc (MPa),Corrosion_Method,Cathode_Type,Lc (mm),Icorr,Duration (days),Solution Concentration,Immersion Depth (mm),Wet_Dry_Ratio,Mass Loss (%),Sample Length (mm),Shear Span (mm),M_max_exp,ln(M_max_exp)
R,SS_FPB_MONO,0,100,150,910,25,25,0,ST,1.047,0,D,H-90,502.45,577.82,N/A,0,OPC,0.53,40,IC ,External galvanised steel tray,910,4000,1.5,3.5,50,N/A,3.75,860,290,7.05,1.952601994
R,SS_FPB_MONO,0,100,150,910,25,25,0,ST,1.047,0,D,H-90,502.45,577.82,N/A,0,OPC,0.53,40,IC ,External galvanised steel tray,910,4000,1.5,3.5,50,N/A,3.75,860,290,7.05,1.952601994
R,SS_FPB_MONO,0,100,150,910,25,25,0,ST,1.047,0,D,H-90,502.45,577.82,N/A,0,OPC,0.53,40,IC ,External galvanised steel tray,910,4000,1.5,3.5,50,N/A,3.75,860,290,7.05,1.952601994
R,SS_FPB_MONO,0,100,150,910,25,25,0,ST,1.047,0,D,H-90,496.6,571.09,N/A,0,OPC,0.53,40,IC ,External galvanised steel tray,910,4000,2,3.5,50,N/A,5,860,290,5.87,1.770280438
R,SS_FPB_MONO,0,100,150,910,25,25,0,ST,1.047,0,D,H-90,496.6,571.09,N/A,0,OPC,0.53,40,IC ,External galvanised steel tray,910,4000,2,3.5,50,N/A,5,860,290,5.87,1.770280438
R,SS_FPB_MONO,0,100,150,910,25,25,0,ST,1.047,0,D,H-90,496.6,571.09,N/A,0,OPC,0.53,40,IC ,External galvanised steel tray,910,4000,2,3.5,50,N/A,5,860,290,5.87,1.770280438
R,SS_FPB_MONO,0,100,150,910,25,25,0,ST,1.047,0,D,H-90,484.9,557.64,N/A,0,OPC,0.53,40,IC ,External galvanised steel tray,910,4000,3,3.5,50,N/A,7.5,860,290,4.09,1.408300441
R,SS_FPB_MONO,0,100,150,910,25,25,0,ST,1.047,0,D,H-90,484.9,557.64,N/A,0,OPC,0.53,40,IC ,External galvanised steel tray,910,4000,3,3.5,50,N/A,7.5,860,290,4.09,1.408300441
R,SS_FPB_MONO,0,100,150,910,25,25,0,ST,1.047,0,D,H-90,484.9,557.64,N/A,0,OPC,0.53,40,IC ,External galvanised steel tray,910,4000,3,3.5,50,N/A,7.5,860,290,4.09,1.408300441
R,SS_FPB_MONO,0,100,150,910,25,25,0,ST,1.047,0,D,H-90,473.2,544.18,N/A,0,OPC,0.53,40,IC ,External galvanised steel tray,910,4000,4,3.5,50,N/A,10,860,290,2.1,0.743127113
R,SS_FPB_MONO,0,100,150,910,25,25,0,ST,1.047,0,D,H-90,473.2,544.18,N/A,0,OPC,0.53,40,IC ,External galvanised steel tray,910,4000,4,3.5,50,N/A,10,860,290,2.1,0.743127113
R,SS_FPB_MONO,0,100,150,910,25,25,0,ST,1.047,0,D,H-90,473.2,544.18,N/A,0,OPC,0.53,40,IC ,External galvanised steel tray,910,4000,4,3.5,50,N/A,10,860,290,2.1,0.743127113
R,SS_FPB_MONO,0,100,150,910,25,25,0,ST,1.047,0,D,H-90,496.6,571.09,N/A,0,OPC,0.53,40,IC ,External galvanised steel tray,910,3000,2.7,3.5,50,N/A,5,860,290,6.58,1.884490568
R,SS_FPB_MONO,0,100,150,910,25,25,0,ST,1.047,0,D,H-90,496.6,571.09,N/A,0,OPC,0.53,40,IC ,External galvanised steel tray,910,3000,2.7,3.5,50,N/A,5,860,290,6.58,1.884490568
R,SS_FPB_MONO,0,100,150,910,25,25,0,ST,1.047,0,D,H-90,496.6,571.09,N/A,0,OPC,0.53,40,IC ,External galvanised steel tray,910,3000,2.7,3.5,50,N/A,5,860,290,6.82,1.919126065
R,SS_FPB_MONO,0,100,150,910,25,25,0,ST,1.047,0,D,H-90,496.6,571.09,N/A,0,OPC,0.53,40,IC ,External galvanised steel tray,910,3000,2.7,3.5,50,N/A,5,860,290,6.82,1.919126065
R,SS_FPB_MONO,0,100,150,910,25,25,0,ST,1.047,0,D,H-90,496.6,571.09,N/A,0,OPC,0.53,40,IC ,External galvanised steel tray,910,3000,2.7,3.5,50,N/A,5,860,290,6.66,1.895443581
R,SS_FPB_MONO,0,100,150,910,25,25,0,ST,1.047,0,D,H-90,496.6,571.09,N/A,0,OPC,0.53,40,IC ,External galvanised steel tray,910,3000,2.7,3.5,50,N/A,5,860,290,6.66,1.895443581
R,SS_FPB_MONO,0,100,150,910,25,25,0,ST,1.047,0,D,H-90,496.6,571.09,N/A,0,OPC,0.53,40,IC ,External galvanised steel tray,910,3000,2.7,3.5,50,N/A,5,860,290,6.5,1.871186603
R,SS_FPB_MONO,0,100,150,910,25,25,0,ST,1.047,0,D,H-90,496.6,571.09,N/A,0,OPC,0.53,40,IC ,External galvanised steel tray,910,3000,2.7,3.5,50,N/A,5,860,290,6.5,1.871186603
R,SS_TPB_MONO_SUST,50,150,280,3000,26,22,19,T_C,0.539,0.135,D,S,550,605,P,0.171,OPC-HP,0.5,65.3,C,Control,0,0,0,3.5,280,N/A,0,0,1430,38.61,3.65351131
R,SS_TPB_MONO_SUST,50,150,280,3000,26,22,19,T_C,0.539,0.135,D,S,451,496.1,P,0.171,OPC-HP,0.5,63.4,EI,N/A,3000,1.8,4748,3.5,280,7:07,20,300,1430,30.03,3.402196882
R,SS_TPB_MONO,0,100,150,1500,50,25,0,ST,0.524,0,D,S,415,664,N/A,0,OPC,0.5,37,C,Control,0,0,0,0,0,N/A,0,0,750,3.41,1.227445161
R,SS_TPB_MONO,0,100,150,1500,50,25,0,ST,0.524,0,D,S,415,664,N/A,0,OPC,0.5,37,C,Control,0,0,0,0,0,N/A,0,0,750,4.05,1.398716881
R,SS_TPB_MONO,0,100,150,1500,50,25,0,ST,0.524,0,D,S,363.49,581.59,N/A,0,OPC,0.5,37,IC,Internal stainless steel rod,1000,200,80,3.5,150,N/A,13.79,1000,750,3.38,1.216395324
R,SS_TPB_MONO,0,100,150,1500,50,25,0,ST,0.524,0,D,S,366.86,586.97,N/A,0,OPC,0.5,37,IC,Internal stainless steel rod,250,200,80,3.5,150,N/A,12.89,250,750,3.83,1.341558467
R,SS_TPB_MONO,0,100,150,1500,50,25,0,ST,0.524,0,D,S,364.17,582.67,N/A,0,OPC,0.5,37,IC,Internal stainless steel rod,250,200,80,3.5,150,N/A,13.61,250,750,3.56,1.270462546
R,SS_TPB_MONO,0,100,150,1500,50,25,0,ST,0.524,0,D,S,317.96,508.74,N/A,0,OPC,0.5,37,IC,Internal stainless steel rod,250,200,180,3.5,150,N/A,25.98,250,750,3.38,1.216395324
R,SS_TPB_MONO,0,100,150,1500,50,25,0,ST,0.524,0,D,S,337.57,540.12,N/A,0,OPC,0.5,37,IC,Internal stainless steel rod,25,200,80,3.5,150,N/A,20.73,25,750,3.6,1.280933845
R,SS_TPB_MONO,0,100,150,1500,50,25,0,ST,0.524,0,D,S,349.64,559.42,N/A,0,OPC,0.5,37,IC,Internal stainless steel rod,25,200,80,3.5,150,N/A,17.5,25,750,3.45,1.238374231
R,SS_TPB_MONO,0,100,150,1500,50,25,0,ST,0.524,0,D,S,364.61,583.38,N/A,0,OPC,0.5,37,IC,Internal stainless steel rod,1000,200,80,3.5,150,N/A,13.49,1000,750,3.83,1.341558467
R,SS_TPB_MONO,0,100,150,1500,50,25,0,ST,0.524,0,D,S,325.21,520.34,N/A,0,OPC,0.5,37,IC,Internal stainless steel rod,250,200,180,3.5,150,N/A,24.04,250,750,2.89,1.060391076
R,SS_TPB_MONO,0,100,150,1500,50,25,0,ST,0.524,0,D,S,383.78,614.04,N/A,0,OPC,0.5,37,IC,Internal stainless steel rod,250,200,40,3.5,150,N/A,8.36,250,750,3.68,1.301553133
R,SS_TPB_MONO,0,100,150,1500,50,25,0,ST,0.524,0,D,S,384.52,615.24,N/A,0,OPC,0.5,37,IC,Internal stainless steel rod,250,200,40,3.5,150,N/A,8.16,250,750,3.56,1.270462546
R,SS_FPB_MONO,0,100,150,910,54,54,53,T_C,0.67,0.377,D,H-90,460,496.8,P,0.87,OPC,0.44,40,C,Control,0,0,0,0,0,N/A,0,0,250,5.18,1.643839339
R,SS_FPB_MONO,0,100,150,910,54,54,53,T_C,0.67,0.377,D,H-90,460,496.8,P,0.87,OPC,0.44,40,C,Control,0,0,0,0,0,N/A,0,0,250,5.18,1.643839339
R,SS_FPB_MONO,0,100,150,910,54,54,53,T_C,0.67,0.377,D,H-90,448.82,484.73,P,0.87,OPC,0.44,40,IC ,Protected compression bars,750,1000,14,3.5,150,N/A,2.7,750,250,5.36,1.679430284
R,SS_FPB_MONO,0,100,150,910,54,54,53,T_C,0.67,0.377,D,H-90,445.51,481.15,P,0.87,OPC,0.44,40,IC ,Protected compression bars,750,1000,14,3.5,150,N/A,3.5,750,250,4.9,1.589235205
R,SS_FPB_MONO,0,100,150,910,54,54,53,T_C,0.67,0.377,D,H-90,438.06,473.1,P,0.87,OPC,0.44,40,IC ,Protected compression bars,750,1000,14,3.5,150,N/A,5.3,750,250,4.16,1.426115855
R,SS_FPB_MONO,0,100,150,910,54,54,53,T_C,0.67,0.377,D,H-90,431.43,465.95,P,0.87,OPC,0.44,40,IC ,Protected compression bars,750,1000,14,3.5,150,N/A,6.9,750,250,4.33,1.46441214
R,SS_FPB_MONO,0,100,150,910,54,54,53,T_C,0.67,0.377,D,H-90,428.12,462.37,P,0.87,OPC,0.44,40,IC ,Protected compression bars,750,1000,28,3.5,150,N/A,7.7,750,250,4.19,1.432103897
R,SS_FPB_MONO,0,100,150,910,54,54,53,T_C,0.67,0.377,D,H-90,423.15,457.01,P,0.87,OPC,0.44,40,IC ,Protected compression bars,750,1000,28,3.5,150,N/A,8.9,750,250,3.29,1.190127398
R,SS_FPB_MONO,0,100,150,910,54,54,53,T_C,0.67,0.377,D,H-90,397.49,429.28,P,0.87,OPC,0.44,40,IC ,Protected compression bars,750,1000,35,3.5,150,N/A,15.1,750,250,2.14,0.759636922
R,SS_FPB_MONO,0,100,150,910,54,54,53,T_C,0.67,0.377,D,H-90,392.1,423.47,P,0.87,OPC,0.44,40,IC ,Protected compression bars,750,1000,35,3.5,150,N/A,16.4,750,250,1.26,0.233093882
R,SS_FPB_MONO,0,100,150,910,55,55,53,T_C,1.047,0.377,D,H-90,460,496.8,P,0.87,OPC,0.44,40,C,Control,0,0,0,0,0,N/A,0,0,250,7.8,2.054123734
R,SS_FPB_MONO,0,100,150,910,55,55,53,T_C,1.047,0.377,D,H-90,460,496.8,P,0.87,OPC,0.44,40,C,Control,0,0,0,0,0,N/A,0,0,250,7.8,2.054123734
R,SS_FPB_MONO,0,100,150,910,55,55,53,T_C,1.047,0.377,D,H-90,436.4,471.31,P,0.87,OPC,0.44,40,IC ,Protected compression bars,750,1000,14,3.5,150,N/A,5.7,750,250,7.88,2.063693185
R,SS_FPB_MONO,0,100,150,910,55,55,53,T_C,1.047,0.377,D,H-90,434.75,469.53,P,0.87,OPC,0.44,40,IC ,Protected compression bars,750,1000,14,3.5,150,N/A,6.1,750,250,6.88,1.927891644
R,SS_FPB_MONO,0,100,150,910,55,55,53,T_C,1.047,0.377,D,H-90,428.12,462.37,P,0.87,OPC,0.44,40,IC ,Protected compression bars,750,1000,28,3.5,150,N/A,7.7,750,250,5.96,1.785489856
R,SS_FPB_MONO,0,100,150,910,55,55,53,T_C,1.047,0.377,D,H-90,420.67,454.32,P,0.87,OPC,0.44,40,IC ,Protected compression bars,750,1000,28,3.5,150,N/A,9.5,750,250,6.29,1.838563535
R,SS_FPB_MONO,0,100,150,910,55,55,53,T_C,1.047,0.377,D,H-90,417.77,451.19,P,0.87,OPC,0.44,40,IC ,Protected compression bars,750,1000,35,3.5,150,N/A,10.2,750,250,5.35,1.677096561
R,SS_FPB_MONO,0,100,150,910,55,55,53,T_C,1.047,0.377,D,H-90,400.38,432.41,P,0.87,OPC,0.44,40,IC ,Protected compression bars,750,1000,35,3.5,150,N/A,14.4,750,250,4.99,1.606934782
R,SS_FPB_MONO,0,100,150,910,56,56,53,T_C,1.508,0.377,D,H-90,460,496.8,P,0.87,OPC,0.44,40,C,Control,0,0,0,0,0,N/A,0,0,250,9.91,2.293796587
R,SS_FPB_MONO,0,100,150,910,56,56,53,T_C,1.508,0.377,D,H-90,460,496.8,P,0.87,OPC,0.44,40,C,Control,0,0,0,0,0,N/A,0,0,250,9.91,2.293796587
R,SS_FPB_MONO,0,100,150,910,56,56,53,T_C,1.508,0.377,D,H-90,454.62,490.99,P,0.87,OPC,0.44,40,IC ,Protected compression bars,750,1000,14,3.5,150,N/A,1.3,750,250,9.23,2.22191719
R,SS_FPB_MONO,0,100,150,910,56,56,53,T_C,1.508,0.377,D,H-90,452.96,489.2,P,0.87,OPC,0.44,40,IC ,Protected compression bars,750,1000,14,3.5,150,N/A,1.7,750,250,8.85,2.180417459
R,SS_FPB_MONO,0,100,150,910,56,56,53,T_C,1.508,0.377,D,H-90,449.65,485.62,P,0.87,OPC,0.44,40,IC ,Protected compression bars,750,1000,28,3.5,150,N/A,2.5,750,250,7.95,2.073171929
R,SS_FPB_MONO,0,100,150,910,56,56,53,T_C,1.508,0.377,D,H-90,447.17,482.94,P,0.87,OPC,0.44,40,IC ,Protected compression bars,750,1000,28,3.5,150,N/A,3.1,750,250,7.16,1.968859082
R,SS_FPB_MONO,0,100,150,910,56,56,53,T_C,1.508,0.377,D,H-90,442.61,478.02,P,0.87,OPC,0.44,40,IC ,Protected compression bars,750,1000,35,3.5,150,N/A,4.2,750,250,7.71,2.042842389
R,SS_FPB_MONO,0,100,150,910,56,56,53,T_C,1.508,0.377,D,H-90,435.57,470.42,P,0.87,OPC,0.44,40,IC ,Protected compression bars,750,1000,35,3.5,150,N/A,5.9,750,250,6.34,1.846484369
R,SS_FPB_MONO,0,152,254,3200,40.5,40.5,37,T_C,0.915,0.26,D,S,450,585,P,0.827,OPC,0.55,40,C,Control,0,0,0,0,0,N/A,0,0,1000,37.5,3.624340933
R,SS_FPB_MONO,0,152,254,3200,40.5,40.5,37,T_C,0.915,0.26,D,S,413.96,538.14,P,0.827,OPC,0.55,41,IC,Internal stainless steel tube,1400,325,50,3.5,254,N/A,8.9,200,1000,35.11,3.55848599
R,SS_FPB_MONO,0,152,254,3200,40.5,40.5,37,T_C,0.915,0.26,D,S,392.49,510.24,P,0.827,OPC,0.55,41,IC,Internal stainless steel tube,1400,325,110,3.5,254,N/A,14.2,200,1000,33.38,3.507956918
R,SS_FPB_MONO,0,152,254,3200,40.5,40.5,37,T_C,0.915,0.26,D,S,360.09,468.12,P,0.827,OPC,0.55,41,IC,Internal stainless steel tube,1400,325,210,3.5,254,N/A,22.2,200,1000,30.01,3.401530659
R,SS_FPB_MONO,0,152,254,3200,40.5,40.5,37,T_C,0.915,0.26,D,S,322.02,418.63,P,0.827,OPC,0.55,41,IC,Internal stainless steel tube,1400,325,310,3.5,254,N/A,31.6,200,1000,26.64,3.28222614
R,SS_FPB_MONO_SUST,60,152,254,3200,40.5,40.5,37,T_C,0.915,0.26,D,S,410.72,533.93,P,0.827,OPC,0.55,41,IC,Internal stainless steel tube,1400,325,50,3.5,254,N/A,9.7,200,1000,33.04,3.497718949
R,SS_FPB_MONO_SUST,60,152,254,3200,40.5,40.5,37,T_C,0.915,0.26,D,S,387.63,503.92,P,0.827,OPC,0.55,41,IC,Internal stainless steel tube,1400,325,110,3.5,254,N/A,15.4,200,1000,32.3,3.474912419
R,SS_FPB_MONO_SUST,60,152,254,3200,40.5,40.5,37,T_C,0.915,0.26,D,S,357.66,464.96,P,0.827,OPC,0.55,41,IC,Internal stainless steel tube,1400,325,210,3.5,254,N/A,22.8,200,1000,32.09,3.468544455
R,SS_FPB_MONO_SUST,60,152,254,3200,40.5,40.5,37,T_C,0.915,0.26,D,S,328.5,427.05,P,0.827,OPC,0.55,41,IC,Internal stainless steel tube,1400,325,310,3.5,254,N/A,30,200,1000,28.44,3.347620781
S,SS-FPB-MONO,0,150,150,1100,30,30,40,T_C,0.698,0.447,D,H-180,520,551,D,0.419,OPC,0.45,45.8,C,Control,0,0,0,0,0,N/A,0,0,350,12.65,2.537854824
S,SS-FPB-MONO,0,150,150,1100,30,30,40,T_C,0.698,0.447,D,H-180,520,551,D,0.419,OPC,0.45,45.8,C,Control,0,0,0,0,0,N/A,0,0,350,12.6,2.533696814
S,SS-FPB-MONO,0,150,150,1100,30,30,40,T_C,0.698,0.447,D,H-180,494.73,524.22,D,0.419,OPC,0.45,38.9,IC,External stainless steel plate,1100,2000,4,5,25,N/A,5.4,1100,350,11.81,2.469158293
S,SS-FPB-MONO,0,150,150,1100,30,30,40,T_C,0.698,0.447,D,H-180,494.73,524.22,D,0.419,OPC,0.45,38.9,IC,External stainless steel plate,1100,2000,4,5,25,N/A,5.4,1100,350,11.2,2.415913778
S,SS-FPB-MONO,0,150,150,1100,30,30,40,T_C,0.698,0.447,D,H-180,453.54,480.58,D,0.419,OPC,0.45,36.9,IC,External stainless steel plate,1100,3000,4,5,25,N/A,14.2,1100,350,10.15,2.317473705
S,SS-FPB-MONO,0,150,150,1100,30,30,40,T_C,0.698,0.447,D,H-180,453.54,480.58,D,0.419,OPC,0.45,36.9,IC,External stainless steel plate,1100,3000,4,5,25,N/A,14.2,1100,350,9.05,2.202488476
S,SS-FPB-MONO,0,150,150,1100,30,30,40,T_C,0.698,0.447,D,H-180,448.86,475.62,D,0.419,OPC,0.45,45.8,IC,External stainless steel plate,1100,2000,6,5,25,N/A,15.2,1100,350,10.43,2.344686269
S,SS-FPB-MONO,0,150,150,1100,30,30,40,T_C,0.698,0.447,D,H-180,448.86,475.62,D,0.419,OPC,0.45,45.8,IC,External stainless steel plate,1100,2000,6,5,25,N/A,15.2,1100,350,9.01,2.198612503
S,SS-FPB-MONO,0,150,150,1100,30,30,40,T_C,0.698,0.447,D,H-180,419.85,444.88,D,0.419,OPC,0.45,46.5,IC,External stainless steel plate,1100,3000,6,5,25,N/A,21.4,1100,350,8.86,2.180982271
S,SS-FPB-MONO,0,150,150,1100,30,30,40,T_C,0.698,0.447,D,H-180,419.85,444.88,D,0.419,OPC,0.45,46.5,IC,External stainless steel plate,1100,3000,6,5,25,N/A,21.4,1100,350,9.47,2.247864881
S,SS-FPB-MONO,0,150,150,1100,30,30,40,T_C,0.698,0.447,D,H-180,419.38,444.38,D,0.419,OPC,0.45,33.4,IC,External stainless steel plate,1100,2000,8,5,25,N/A,21.5,1100,350,8.77,2.171051703
S,SS-FPB-MONO,0,150,150,1100,30,30,40,T_C,0.698,0.447,D,H-180,419.38,444.38,D,0.419,OPC,0.45,33.4,IC,External stainless steel plate,1100,2000,8,5,25,N/A,21.5,1100,350,7.81,2.054764554
S,SS-FPB-MONO,0,150,150,1100,30,30,40,T_C,0.698,0.447,D,H-180,374.92,397.27,D,0.419,OPC,0.45,46.5,IC,External stainless steel plate,1100,3000,8,5,25,N/A,31,1100,350,5.44,1.694238514
S,SS-FPB-MONO,0,150,150,1100,30,30,40,T_C,0.698,0.447,D,H-180,374.92,397.27,D,0.419,OPC,0.45,46.5,IC,External stainless steel plate,1100,3000,8,5,25,N/A,31,1100,350,7.46,2.008884948
S,SS-FPB-MONO,0,150,150,1100,31,31,40,T_C,1.005,0.447,D,H-180,590,700,D,0.419,OPC,0.45,36.3,C,Control,0,0,0,0,0,N/A,0,0,350,15.93,2.767890201
S,SS-FPB-MONO,0,150,150,1100,31,31,40,T_C,1.005,0.447,D,H-180,590,700,D,0.419,OPC,0.45,36.3,C,Control,0,0,0,0,0,N/A,0,0,350,13.79,2.623943692
S,SS-FPB-MONO,0,150,150,1100,31,31,40,T_C,1.005,0.447,D,H-180,560.8,665.35,D,0.419,OPC,0.45,39.9,IC,External stainless steel plate,1100,2000,4,5,25,N/A,5.5,1100,350,12.39,2.516889696
S,SS-FPB-MONO,0,150,150,1100,31,31,40,T_C,1.005,0.447,D,H-180,560.8,665.35,D,0.419,OPC,0.45,39.9,IC,External stainless steel plate,1100,2000,4,5,25,N/A,5.5,1100,350,13.11,2.573184585
S,SS-FPB-MONO,0,150,150,1100,31,31,40,T_C,1.005,0.447,D,H-180,543.27,644.56,D,0.419,OPC,0.45,35.7,IC,External stainless steel plate,1100,3000,4,5,25,N/A,8.8,1100,350,17.34,2.853160136
S,SS-FPB-MONO,0,150,150,1100,31,31,40,T_C,1.005,0.447,D,H-180,543.27,644.56,D,0.419,OPC,0.45,35.7,IC,External stainless steel plate,1100,3000,4,5,25,N/A,8.8,1100,350,11.95,2.480940462
S,SS-FPB-MONO,0,150,150,1100,31,31,40,T_C,1.005,0.447,D,H-180,483.27,573.37,D,0.419,OPC,0.45,44.5,IC,External stainless steel plate,1100,2000,6,5,25,N/A,20.1,1100,350,11.06,2.403334996
S,SS-FPB-MONO,0,150,150,1100,31,31,40,T_C,1.005,0.447,D,H-180,483.27,573.37,D,0.419,OPC,0.45,44.5,IC,External stainless steel plate,1100,2000,6,5,25,N/A,20.1,1100,350,9.77,2.278804564
S,SS-FPB-MONO,0,150,150,1100,31,31,40,T_C,1.005,0.447,D,H-180,515.66,611.8,D,0.419,OPC,0.45,44.2,IC,External stainless steel plate,1100,3000,6,5,25,N/A,14,1100,350,14.84,2.697326238
S,SS-FPB-MONO,0,150,150,1100,31,31,40,T_C,1.005,0.447,D,H-180,515.66,611.8,D,0.419,OPC,0.45,44.2,IC,External stainless steel plate,1100,3000,6,5,25,N/A,14,1100,350,10.52,2.353040536
S,SS-FPB-MONO,0,150,150,1100,31,31,40,T_C,1.005,0.447,D,H-180,468.4,555.73,D,0.419,OPC,0.45,44.7,IC,External stainless steel plate,1100,2000,8,5,25,N/A,22.9,1100,350,9.63,2.26436388
S,SS-FPB-MONO,0,150,150,1100,31,31,40,T_C,1.005,0.447,D,H-180,468.4,555.73,D,0.419,OPC,0.45,44.7,IC,External stainless steel plate,1100,2000,8,5,25,N/A,22.9,1100,350,8.19,2.102913898
S,SS-FPB-MONO,0,150,150,1100,31,31,40,T_C,1.005,0.447,D,H-180,454.6,539.35,D,0.419,OPC,0.45,37.7,IC,External stainless steel plate,1100,3000,8,5,25,N/A,25.5,1100,350,6.74,1.907688936
S,SS-FPB-MONO,0,150,150,1100,31,31,40,T_C,1.005,0.447,D,H-180,454.6,539.35,D,0.419,OPC,0.45,37.7,IC,External stainless steel plate,1100,3000,8,5,25,N/A,25.5,1100,350,8.38,2.126146199
S,SS-FPB-MONO,0,150,150,1100,45,45,40,T_C,0.698,0.447,D,H-180,520,551,D,0.419,OPC,0.45,46.5,C,Control,0,0,0,0,0,N/A,0,0,350,11.8,2.467675713
S,SS-FPB-MONO,0,150,150,1100,45,45,40,T_C,0.698,0.447,D,H-180,520,551,D,0.419,OPC,0.45,46.5,C,Control,0,0,0,0,0,N/A,0,0,350,13.37,2.593013391
S,SS-FPB-MONO,0,150,150,1100,45,45,40,T_C,0.698,0.447,D,H-180,482.56,511.33,D,0.419,OPC,0.45,40.2,IC,External stainless steel plate,1100,2000,4,5,40,N/A,8,1100,350,10.33,2.334568139
S,SS-FPB-MONO,0,150,150,1100,45,45,40,T_C,0.698,0.447,D,H-180,482.56,511.33,D,0.419,OPC,0.45,40.2,IC,External stainless steel plate,1100,2000,4,5,40,N/A,8,1100,350,11.57,2.448199442
S,SS-FPB-MONO,0,150,150,1100,45,45,40,T_C,0.698,0.447,D,H-180,477.41,505.87,D,0.419,OPC,0.45,35.7,IC,External stainless steel plate,1100,3000,4,5,40,N/A,9.1,1100,350,11.04,2.401751464
S,SS-FPB-MONO,0,150,150,1100,45,45,40,T_C,0.698,0.447,D,H-180,477.41,505.87,D,0.419,OPC,0.45,35.7,IC,External stainless steel plate,1100,3000,4,5,40,N/A,9.1,1100,350,10.17,2.319196359
S,SS-FPB-MONO,0,150,150,1100,45,45,40,T_C,0.698,0.447,D,H-180,472.73,500.91,D,0.419,OPC,0.45,33.4,IC,External stainless steel plate,1100,2000,6,5,40,N/A,10.1,1100,350,9.05,2.202488476
S,SS-FPB-MONO,0,150,150,1100,45,45,40,T_C,0.698,0.447,D,H-180,472.73,500.91,D,0.419,OPC,0.45,33.4,IC,External stainless steel plate,1100,2000,6,5,40,N/A,10.1,1100,350,10.61,2.361325588
S,SS-FPB-MONO,0,150,150,1100,45,45,40,T_C,0.698,0.447,D,H-180,437.63,463.72,D,0.419,OPC,0.45,44.2,IC,External stainless steel plate,1100,3000,6,5,40,N/A,17.6,1100,350,9.22,2.22164615
S,SS-FPB-MONO,0,150,150,1100,45,45,40,T_C,0.698,0.447,D,H-180,437.63,463.72,D,0.419,OPC,0.45,44.2,IC,External stainless steel plate,1100,3000,6,5,40,N/A,17.6,1100,350,10.13,2.31574808
S,SS-FPB-MONO,0,150,150,1100,45,45,40,T_C,0.698,0.447,D,H-180,419.85,444.88,D,0.419,OPC,0.45,33.4,IC,External stainless steel plate,1100,2000,8,5,40,N/A,21.4,1100,350,9.14,2.21211319
S,SS-FPB-MONO,0,150,150,1100,45,45,40,T_C,0.698,0.447,D,H-180,419.85,444.88,D,0.419,OPC,0.45,33.4,IC,External stainless steel plate,1100,2000,8,5,40,N/A,21.4,1100,350,7.18,1.970602762
S,SS-FPB-MONO,0,150,150,1100,45,45,40,T_C,0.698,0.447,D,H-180,357.14,378.43,D,0.419,OPC,0.45,33.4,IC,External stainless steel plate,1100,3000,8,5,40,N/A,34.8,1100,350,8.24,2.109303696
S,SS-FPB-MONO,0,150,150,1100,45,45,40,T_C,0.698,0.447,D,H-180,357.14,378.43,D,0.419,OPC,0.45,33.4,IC,External stainless steel plate,1100,3000,8,5,40,N/A,34.8,1100,350,6.63,1.891981807
S,SS-FPB-MONO,0,150,150,1100,46,46,40,T_C,1.005,0.447,D,H-180,590,700,D,0.419,OPC,0.45,46.1,C,Control,0,0,0,0,0,N/A,0,0,350,13.34,2.590392158
S,SS-FPB-MONO,0,150,150,1100,46,46,40,T_C,1.005,0.447,D,H-180,590,700,D,0.419,OPC,0.45,46.1,C,Control,0,0,0,0,0,N/A,0,0,350,12.65,2.537854824
S,SS-FPB-MONO,0,150,150,1100,46,46,40,T_C,1.005,0.447,D,H-180,548.05,650.23,D,0.419,OPC,0.45,36.9,IC,External stainless steel plate,1100,2000,4,5,40,N/A,7.9,1100,350,11.78,2.466190932
S,SS-FPB-MONO,0,150,150,1100,46,46,40,T_C,1.005,0.447,D,H-180,548.05,650.23,D,0.419,OPC,0.45,36.9,IC,External stainless steel plate,1100,2000,4,5,40,N/A,7.9,1100,350,12.46,2.522523513
S,SS-FPB-MONO,0,150,150,1100,46,46,40,T_C,1.005,0.447,D,H-180,532.12,631.33,D,0.419,OPC,0.45,46.5,IC,External stainless steel plate,1100,3000,4,5,40,N/A,10.9,1100,350,12.02,2.486779894
S,SS-FPB-MONO,0,150,150,1100,46,46,40,T_C,1.005,0.447,D,H-180,532.12,631.33,D,0.419,OPC,0.45,46.5,IC,External stainless steel plate,1100,3000,4,5,40,N/A,10.9,1100,350,10.94,2.392197252
S,SS-FPB-MONO,0,150,150,1100,46,46,40,T_C,1.005,0.447,D,H-180,518.85,615.58,D,0.419,OPC,0.45,46.5,IC,External stainless steel plate,1100,2000,6,5,40,N/A,13.4,1100,350,11.39,2.432955244
S,SS-FPB-MONO,0,150,150,1100,46,46,40,T_C,1.005,0.447,D,H-180,518.85,615.58,D,0.419,OPC,0.45,46.5,IC,External stainless steel plate,1100,2000,6,5,40,N/A,13.4,1100,350,10.06,2.308815643
